# Raspberry Pi (index 0)
  1   87
  2   87
  3   87
  4   87


# SMSSystem (index 1)
  1   302,4
  2   604,8
  3   907,2
  4   1209,6


# Pianotier (index 2)
  1   204
  2   408
  3   612
  4   816
